epoch,accuracy,loss,val_accuracy,val_loss
0,0.8037714958190918,0.5229026079177856,0.8237547874450684,0.5033102631568909
1,0.8857611417770386,0.340067058801651,0.8633460998535156,0.3678058087825775
2,0.9084449410438538,0.287366658449173,0.8939974308013916,0.30050551891326904
3,0.9122711420059204,0.272236168384552,0.9003831148147583,0.3014216125011444
4,0.9204700589179993,0.2556978166103363,0.9118773937225342,0.24866148829460144
5,0.9278491139411926,0.23738890886306763,0.9284802079200745,0.23784224689006805
6,0.926482617855072,0.232808917760849,0.9182630777359009,0.26562821865081787
7,0.9324952363967896,0.22136330604553223,0.9080459475517273,0.27248522639274597
8,0.9428805708885193,0.20413289964199066,0.9438058733940125,0.20110121369361877
9,0.9475266337394714,0.18865559995174408,0.9412515759468079,0.20697565376758575
10,0.9390543699264526,0.20870348811149597,0.9323115944862366,0.2160608470439911
11,0.9404208660125732,0.20701508224010468,0.9361430406570435,0.20070871710777283
12,0.9442470669746399,0.19670553505420685,0.931034505367279,0.218481183052063
13,0.9497130513191223,0.18300776183605194,0.9246487617492676,0.2256486415863037
14,0.9502596259117126,0.1787434220314026,0.9438058733940125,0.1974937915802002
15,0.9527193307876587,0.1784174144268036,0.9438058733940125,0.18861433863639832
16,0.9559988975524902,0.16823339462280273,0.9284802079200745,0.21533426642417908
17,0.9518994092941284,0.17660148441791534,0.954023003578186,0.1823919117450714
18,0.9538125395774841,0.17311207950115204,0.9335887432098389,0.21862195432186127
19,0.9570921063423157,0.16592776775360107,0.938697338104248,0.20367968082427979
20,0.9603716731071472,0.16157348453998566,0.9514687061309814,0.18595214188098907
21,0.9579119682312012,0.16366656124591827,0.9297573566436768,0.22296777367591858
22,0.9598250985145569,0.15911553800106049,0.9272030591964722,0.21944694221019745
23,0.9570921063423157,0.1582789123058319,0.9297573566436768,0.21514561772346497
24,0.9598250985145569,0.1602509468793869,0.931034505367279,0.20986875891685486
25,0.9614648818969727,0.1484532356262207,0.9489144086837769,0.17456850409507751
26,0.960098385810852,0.14593608677387238,0.9348658919334412,0.20485061407089233
27,0.9622848033905029,0.14770758152008057,0.9246487617492676,0.23005637526512146
28,0.9595518112182617,0.14855800569057465,0.9272030591964722,0.22057515382766724
29,0.9631046652793884,0.14598315954208374,0.946360170841217,0.1842505782842636
30,0.9628313779830933,0.14077173173427582,0.9553001523017883,0.16502602398395538
31,0.9611915946006775,0.13991306722164154,0.938697338104248,0.20036140084266663
32,0.9617381691932678,0.14533403515815735,0.946360170841217,0.18913085758686066
33,0.9702104330062866,0.1380460411310196,0.9438058733940125,0.19816924631595612
34,0.9652910828590393,0.13680893182754517,0.9374201893806458,0.20693379640579224
35,0.9633779525756836,0.14530827105045319,0.9514687061309814,0.17779219150543213
36,0.9652910828590393,0.1332886666059494,0.961685836315155,0.14759138226509094
37,0.9650177359580994,0.13004453480243683,0.9553001523017883,0.16175353527069092
38,0.9704837203025818,0.13489091396331787,0.9476373195648193,0.18601800501346588
39,0.9685706496238708,0.13598938286304474,0.9553001523017883,0.1652469038963318
40,0.9685706496238708,0.12604978680610657,0.9489144086837769,0.179303377866745
41,0.9713036417961121,0.12634320557117462,0.9501915574073792,0.180556058883667
42,0.9685706496238708,0.13296973705291748,0.9514687061309814,0.1819669008255005
43,0.9704837203025818,0.119705431163311,0.9565772414207458,0.1644766479730606
44,0.9677507281303406,0.12523211538791656,0.9553001523017883,0.15820308029651642
45,0.9666575789451599,0.12647747993469238,0.954023003578186,0.16681110858917236
46,0.9699371457099915,0.11955555528402328,0.9629629850387573,0.14579853415489197
47,0.9726701378822327,0.12134991586208344,0.961685836315155,0.15256115794181824
48,0.973216712474823,0.12046179920434952,0.9412515759468079,0.18494762480258942
49,0.9702104330062866,0.12322518229484558,0.9399744868278503,0.18844446539878845
50,0.9729434251785278,0.11233556270599365,0.946360170841217,0.16934087872505188
51,0.973216712474823,0.11818210035562515,0.9527458548545837,0.160091370344162
52,0.9685706496238708,0.11789484322071075,0.9553001523017883,0.14978016912937164
53,0.9762229919433594,0.11422122269868851,0.9489144086837769,0.17133568227291107
54,0.9737633466720581,0.11434324085712433,0.9399744868278503,0.19474436342716217
55,0.9696638584136963,0.11549397557973862,0.9604086875915527,0.14751796424388885
56,0.9751298427581787,0.10613501816987991,0.9514687061309814,0.16586913168430328
