epoch,accuracy,loss,val_accuracy,val_loss
0,0.7231484055519104,0.6789813041687012,0.7305236458778381,0.612487256526947
1,0.87810879945755,0.3539760708808899,0.8620689511299133,0.36314839124679565
2,0.9007925391197205,0.29620784521102905,0.876117467880249,0.32317978143692017
3,0.9144574999809265,0.26302748918533325,0.8991060256958008,0.2777490019798279
4,0.9215632677078247,0.243055522441864,0.9042145609855652,0.26619717478752136
5,0.9330418109893799,0.22235430777072906,0.9297573566436768,0.2209140807390213
6,0.9324952363967896,0.21456347405910492,0.9169859290122986,0.23575559258460999
7,0.9365947246551514,0.20691710710525513,0.9259259104728699,0.2137904018163681
8,0.9390543699264526,0.19266200065612793,0.9208173751831055,0.22953268885612488
9,0.9363213777542114,0.19905026257038116,0.9233716726303101,0.220111683011055
10,0.9447936415672302,0.18780171871185303,0.938697338104248,0.19280695915222168
11,0.9494397640228271,0.17032448947429657,0.9489144086837769,0.1725413054227829
12,0.9486198425292969,0.17518050968647003,0.9195402264595032,0.22684787213802338
13,0.953265905380249,0.1653924584388733,0.9323115944862366,0.1987885683774948
14,0.9467067718505859,0.16810329258441925,0.9323115944862366,0.19902145862579346
15,0.9502596259117126,0.15776897966861725,0.9374201893806458,0.19379787147045135
16,0.9505329132080078,0.1656550168991089,0.9412515759468079,0.18815796077251434
17,0.9529926180839539,0.15546230971813202,0.9399744868278503,0.18948021531105042
18,0.9472533464431763,0.16149058938026428,0.9399744868278503,0.18933211266994476
19,0.9502596259117126,0.1629929393529892,0.9399744868278503,0.18915531039237976
20,0.9524460434913635,0.16612830758094788,0.9399744868278503,0.18871760368347168
21,0.9527193307876587,0.15270578861236572,0.9399744868278503,0.18910129368305206
