epoch,accuracy,loss,val_accuracy,val_loss
0,0.47909265756607056,1.152988076210022,0.6653895378112793,0.8927465677261353
1,0.6829735040664673,0.7849627137184143,0.7650063633918762,0.6540740728378296
2,0.7627767324447632,0.6315579414367676,0.8212004899978638,0.5204077363014221
3,0.8034982085227966,0.5468670129776001,0.8403576016426086,0.4609829783439636
4,0.8360207676887512,0.47578540444374084,0.8467432856559753,0.43110981583595276
5,0.8442197442054749,0.45129677653312683,0.8595147132873535,0.40695011615753174
6,0.8581579923629761,0.4250170886516571,0.8671775460243225,0.39640215039253235
7,0.8671768307685852,0.39090481400489807,0.8671775460243225,0.3903641402721405
8,0.8699098229408264,0.3905084431171417,0.8722860813140869,0.3825349509716034
9,0.8693631887435913,0.391018807888031,0.8786717653274536,0.37077417969703674
10,0.880021870136261,0.3661075234413147,0.8773946166038513,0.3641020655632019
11,0.8748291730880737,0.3578324317932129,0.8799489140510559,0.36838728189468384
12,0.8827548623085022,0.36238715052604675,0.8786717653274536,0.3591793477535248
13,0.8890407085418701,0.33803150057792664,0.8786717653274536,0.35160690546035767
14,0.8841213583946228,0.3434039354324341,0.8825032114982605,0.34828442335128784
15,0.8909538388252258,0.3318521976470947,0.8876117467880249,0.34595781564712524
16,0.8939601182937622,0.32203051447868347,0.8927202820777893,0.336050420999527
17,0.902432382106781,0.31446635723114014,0.8888888955116272,0.3442525863647461
18,0.902432382106781,0.31253013014793396,0.8927202820777893,0.332043319940567
19,0.9040721654891968,0.30800294876098633,0.8939974308013916,0.3299061954021454
20,0.9032522439956665,0.29612529277801514,0.8991060256958008,0.32320457696914673
21,0.9095381498336792,0.29385805130004883,0.8978288769721985,0.3252243101596832
22,0.9092648029327393,0.2948571741580963,0.8965517282485962,0.3254167139530182
23,0.9073517322540283,0.3020486533641815,0.9016602635383606,0.31356140971183777
24,0.9133642911911011,0.28712981939315796,0.9042145609855652,0.30092373490333557
25,0.9095381498336792,0.28446274995803833,0.9016602635383606,0.31246086955070496
26,0.9109046459197998,0.27642232179641724,0.8939974308013916,0.32208287715911865
27,0.9087182283401489,0.2770248055458069,0.8952745795249939,0.3254620432853699
28,0.9133642911911011,0.27988120913505554,0.9029374122619629,0.30664926767349243
29,0.9125444293022156,0.27615654468536377,0.9042145609855652,0.3052060306072235
30,0.9191035628318787,0.2721182703971863,0.9029374122619629,0.3061615526676178
31,0.9133642911911011,0.2644677460193634,0.9029374122619629,0.30879950523376465
32,0.9152774214744568,0.271933376789093,0.9029374122619629,0.3080999553203583
33,0.9191035628318787,0.2640582323074341,0.9042145609855652,0.3009151220321655
34,0.9207433462142944,0.26111266016960144,0.9042145609855652,0.29768773913383484
35,0.9242962598800659,0.2483704686164856,0.9016602635383606,0.3052178621292114
36,0.9199234843254089,0.2570001184940338,0.9029374122619629,0.30039507150650024
37,0.9232030510902405,0.2524900734424591,0.9054917097091675,0.2876972258090973
38,0.9234763383865356,0.25255584716796875,0.9067688584327698,0.2770324945449829
39,0.9196501970291138,0.2598111927509308,0.9067688584327698,0.283618688583374
40,0.926755964756012,0.2431430220603943,0.9080459475517273,0.27345168590545654
41,0.9207433462142944,0.24943087995052338,0.9067688584327698,0.2867325246334076
42,0.9207433462142944,0.2645435631275177,0.9054917097091675,0.2853717803955078
43,0.9270292520523071,0.24399183690547943,0.9054917097091675,0.2855718731880188
44,0.926755964756012,0.24157287180423737,0.9106002449989319,0.2746400535106659
45,0.9256627559661865,0.24232645332813263,0.9106002449989319,0.2691737711429596
46,0.926482617855072,0.24499362707138062,0.9080459475517273,0.2761038839817047
47,0.9281224608421326,0.23756292462348938,0.9080459475517273,0.2732450067996979
48,0.9368680119514465,0.2235528826713562,0.9093230962753296,0.2719220221042633
49,0.9368680119514465,0.22626517713069916,0.9080459475517273,0.2735936939716339
50,0.9319486021995544,0.23887844383716583,0.9093230962753296,0.2708475887775421
51,0.9281224608421326,0.23430129885673523,0.9118773937225342,0.2608039379119873
52,0.9286690354347229,0.2279607057571411,0.9118773937225342,0.2604997158050537
53,0.9316753149032593,0.2251533418893814,0.9118773937225342,0.26401710510253906
54,0.9346815943717957,0.23246099054813385,0.9118773937225342,0.2633483409881592
55,0.9352282285690308,0.2165914624929428,0.9118773937225342,0.2641941010951996
56,0.937961220741272,0.21827585995197296,0.9118773937225342,0.26474350690841675
57,0.933315098285675,0.22531846165657043,0.9118773937225342,0.2609248161315918
58,0.9371412992477417,0.21616777777671814,0.9106002449989319,0.26611173152923584
59,0.9335883855819702,0.2288813591003418,0.9067688584327698,0.2692365050315857
