epoch,accuracy,loss,val_accuracy,val_loss
0,0.7985788583755493,0.5308912396430969,0.8390804529190063,0.5169654488563538
1,0.8931401968002319,0.32996422052383423,0.8965517282485962,0.32420018315315247
2,0.9152774214744568,0.27711692452430725,0.8952745795249939,0.29677683115005493
3,0.915550708770752,0.26827099919319153,0.9131545424461365,0.25852927565574646
4,0.9270292520523071,0.24089336395263672,0.8825032114982605,0.32355061173439026
5,0.926755964756012,0.23782148957252502,0.8863345980644226,0.32786160707473755
6,0.9344083070755005,0.2265934944152832,0.9106002449989319,0.253276526927948
7,0.9387810826301575,0.22047987580299377,0.9182630777359009,0.24356451630592346
8,0.9308554530143738,0.22184309363365173,0.931034505367279,0.21244806051254272
9,0.9497130513191223,0.1959339678287506,0.9182630777359009,0.2417033165693283
10,0.9445203542709351,0.19780570268630981,0.938697338104248,0.20865818858146667
11,0.9417873620986938,0.19581951200962067,0.9501915574073792,0.18886421620845795
12,0.9456135630607605,0.18888182938098907,0.9195402264595032,0.23632343113422394
13,0.9450669288635254,0.1948467642068863,0.9361430406570435,0.21058878302574158
14,0.9513528347015381,0.181521475315094,0.938697338104248,0.20354653894901276
15,0.9513528347015381,0.17940160632133484,0.9361430406570435,0.20737053453922272
16,0.9529926180839539,0.1756284534931183,0.9361430406570435,0.20545820891857147
17,0.9587318897247314,0.16942456364631653,0.9374201893806458,0.20897966623306274
18,0.9521726965904236,0.17667867243289948,0.9374201893806458,0.20609092712402344
19,0.9549056887626648,0.169372096657753,0.9399744868278503,0.2028433233499527
20,0.953265905380249,0.17602449655532837,0.9399744868278503,0.20371755957603455
21,0.953265905380249,0.17459572851657867,0.9374201893806458,0.20568323135375977
